"﻿""Time""",Entry Location,Entry,Enabled,Category,Profile,Description,Signer,Company,Image Path,Version,Launch String,MD5,SHA-1,PESHA-1,PESHA-256,SHA-256,IMP,PSComputerName
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{17D89FEC-5C44-4972-B12D-241CAEF74509},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{1A6364EB-776B-4120-ADE1-B63A406A76B5},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
4/4/1960 1:31 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{25537BA6-77A8-11D2-9B6C-0000F8080861},enabled,Winlogon,System-wide,Folder Redirection Group Policy Extension,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\fdeploy.dll,10.0.22000.653,fdeploy.dll,EB6A70933DD12B30849E98E98BB6760D,2294041C6340E3F83A63C6C8B25637681F5B4F5B,8758C010DDA062A862DB54082F49050D4191076E,8DF54FAFA76A897ACFFEFFB49E17909EDC859D43D8C1738CB667A6ECB8663AE8,E69B452DA09D462350CE86F0EBB330C29C417CB00ABB5F396440E48994A06F01,DBDE29F412132706AD08300DC3EAD2E3,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{2A8FDC61-2347-4C87-92F6-B05EB91A201A},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
4/1/1963 12:07 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{2BFCC077-22D2-48DE-BDE1-2F618D9B476D},enabled,Winlogon,System-wide,Application Management Configuration,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\appmanagementconfiguration.dll,10.0.22000.1,AppManagementConfiguration.dll,FCA87C3B2D4E07776EE3B9787D0FD1A7,21663ACFF08AE1C29CC2A6BB6937251BEBD35ADE,B035CE30DED1C560F6465E3EEDC0C3D82FDBC3DE,315287885009451979DDF3D6E6EF2F267F0B8163F0763712932120747823D178,2EB29387425C11839C702728FC079876122DBB37776ACF27E7F6939AD1FCD7EE,2E5EAA7829AA1733EDA36D523CF3E281,rd03.shieldbase.com
4/19/1978 1:52 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{3610eda5-77ef-11d2-8dc5-00c04fa31a66},enabled,Winlogon,System-wide,Windows Shell Disk Quota Support DLL,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\dskquota.dll,10.0.22000.1,%SystemRoot%\System32\dskquota.dll,1403F2F3DE5D63BC57AD3A6B133BE545,7C0FBE2343FBD263FF103A80D235C5EF512059C8,A3CA842AE941032A6655D8437A393E6DA090C2C5,89438FE5DF5EE3801BC4CDACF587EB8985DC9CD52B99C514B75DC07809182373,3582C6FD09C2120AD91E694B5BF8A95920D92F5A7E6B1424642FF3A2BDE77649,06945C3D32B55C5BEA64386971B2FC75,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{3A0DBA37-F8B2-4356-83DE-3E90BD5C261F},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
4/4/1905 11:29 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{426031c0-0b47-4852-b0ca-ac3d37bfcb39},enabled,Winlogon,System-wide,GPTExt,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gptext.dll,10.0.22000.653,gptext.dll,51C13E9E4D4363105C61C881EAF81C61,8EF80C2056E8EBD173FB0BD1FF5EFE0EF4C6AB85,F1F705EF3FE7608882B009D7F3C30E2048095BB6,4148B9B146018A8ADC54D6B196168E7246E9B49B4088C24B24A820493508411E,6E36DB3F937A4FB86DE2B056842787879B111C68BBA59A57F91EBF38F528C926,E5048B2CBF1CCA62A58A3DDFD6EF2D83,rd03.shieldbase.com
4/11/1921 7:49 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{42B5FAAE-6536-11d2-AE5A-0000F87571E3},enabled,Winlogon,System-wide,Script Client Side Extension,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpscript.dll,10.0.22000.653,C:\Windows\System32\gpscript.dll,8CFB2AFAA0A0DC3F232A71451012FA8A,036E2BC4CCD9A4B82BC04F5CB90E94D71FF46E8F,EC956D22B4BB966DE32C454AD21E8E3B3A1909C8,D5E0AAA824F83C08C3A854057FDFA11F95D3A954962211D535241A541A9AAE29,E58014B0836F77816452EB3563FAE86F9AFCDC1F5C428FF2B07CBA2CC75839F3,12FA9056752B550B371FD69721D07CDB,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{4B7C3B0F-E993-4E06-A241-3FBE06943684},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
8/2/1971 7:58 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{4bcd6cde-777b-48b6-9804-43568e23545d},enabled,Winlogon,System-wide,Remote Desktop USB Redirection GP Extension,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\tsusbredirectiongrouppolicyextension.dll,10.0.22000.1,%SystemRoot%\System32\TsUsbRedirectionGroupPolicyExtension.dll,0197FB10D8267BE7D4CDAA61E849F47C,5440F8AA4031CE9A184AC818B79F7222698F9650,EE0D5E53C38670EE5A7C1385030B86B7415613E5,7E1FDAACF09790E70476072C4DE29B3A46ED769AE5DF56C6277A536CEB5A2DEF,A52E24172E69E59CADA75A83F8B4166A30291011E3DCAC9DAA96BC9C9CCA0A81,54BE2B7C7BFFA0CEE4AF2CDB42CF9085,rd03.shieldbase.com
2/6/2021 8:27 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{4CFB60C1-FAA6-47f1-89AA-0B18730C9FD3},enabled,Winlogon,System-wide,IEAK branding,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\iedkcs32.dll,18.0.22000.653,C:\Windows\System32\iedkcs32.dll,B21D6E39C95A595753ADC6313477311D,830A9D885995E44117F32B96EDEB63B6127E271F,8BBDD81F458BC2E16C019EC05C4C1AC3907D3A10,21C9E5BE015AFB5F365B613455CD820AE7A6E3834D1C10CD3F594983E7860BFB,D84D8FE36B507F2FB50C4CFE7F38088778032FDF79223ACDF1C93CCD176F6AA5,90154667FC93E4223B6B34B6A03AEA4C,rd03.shieldbase.com
8/29/1983 10:29 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{4D2F9B6F-1E52-4711-A382-6A8B1A003DE6},enabled,Winlogon,System-wide,RemoteApp and Desktop Connection Component,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\tsworkspace.dll,10.0.22000.1042,C:\Windows\System32\tsworkspace.dll,D76EB6E30F8BAE0A79959A367ECC9550,3585730C6A84EF0AD0490417F340A654935AEE88,A2553EF6406AAD10C9226FBA5E445D7C3938C0B4,A2B453DEED3708B007C22E769F506A546A1BC8E51ABF4E7B50FFAB6C89F2A7DF,8C32EA0F6741AD166751E8CE192B3E57A7C5B39A19611249E08089F77F5DAA2A,5C816F66618A8AD1CCE3AE47F11672FD,rd03.shieldbase.com
7/3/1992 10:40 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{4d968b55-cac2-4ff5-983f-0a54603781a3},enabled,Winlogon,System-wide,Microsoft (C) Work Folders Group Policy Client Extension,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\workfoldersgpext.dll,10.0.22000.1,WorkFoldersGPExt.dll,DDEF857217786E4D2EAF7EC5F63881A8,7C67B40CFCCB648A670DDA68295ECD44F41981E0,DDA905DE44F4BF592FA1258321D19DEEB6EFCB54,79908C7C294302382399AADBA7E32AA19B8B03A6D35F84B77C2E6673D0ADCCBA,4C88E76888C14B43B4DD1B9F19D7AEFEAD510CF180AD2246F45A34D3A3E3E71D,55DFA92E5B8EB8B7B5035E84727B9535,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{5794DAFD-BE60-433f-88A2-1A31939AC01F},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{6232C319-91AC-4931-9385-E70C2B099F0E},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{6A4C88C6-C502-4f74-8F60-2CB23EDC24E2},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{7150F9BF-48AD-4da4-A49C-29EF4A8369BA},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{728EE579-943C-4519-9EF7-AB56765798ED},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{74EE6C03-5363-4554-B161-627540339CAB},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
9/25/1904 9:50 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{7909AD9E-09EE-4247-BAB9-7029D5F0A278},enabled,Winlogon,System-wide,Enroll Engine DLL,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\dmenrollengine.dll,10.0.22000.1281,dmenrollengine.dll,4D9C1E06DCB2371917F78A5DF003624A,17C37FFECD16D9980494BF3683B65AB2054364F2,0C3E1E17D86EF512653D33B693460F88C75F2B71,6B3DFF0C957E2C9BA100327EA92E79559AA2FB462435A7C7425133802AC7AE64,6E4BD3A0F3A0A040A157744DADBAACC99DEB2ADEF83071667421A7F59515523F,03D96CE303045033E66F8D31410001A5,rd03.shieldbase.com
11/1/1906 4:23 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{7933F41E-56F8-41d6-A31C-4148A711EE93},enabled,Winlogon,System-wide,Indexing Options,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\srchadmin.dll,7.0.22000.1,%SystemRoot%\System32\srchadmin.dll,A31AD562703ABDFC936FA0BD4FC3272E,1AED03D82F91EA291CD29C1B8BE8C901C116A0BF,F227EE267EC9C200E1AF7C91E002F32BCD65BC89,A6A9D5BCE39C512FCEDA0845557B42648DC9F7228FC1AE7C2BDDE35A09AA5214,A49FA6A076EAF74CA0BED00AAE13B63A6E1BF926C2C04821BD43C346F9C9C0A0,9BA4DFD0C351064E01BCBBF075AE7154,rd03.shieldbase.com
2/6/2021 8:27 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{7B849a69-220F-451E-B3FE-2CB811AF94AE},enabled,Winlogon,System-wide,IEAK branding,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\iedkcs32.dll,18.0.22000.653,C:\Windows\System32\iedkcs32.dll,B21D6E39C95A595753ADC6313477311D,830A9D885995E44117F32B96EDEB63B6127E271F,8BBDD81F458BC2E16C019EC05C4C1AC3907D3A10,21C9E5BE015AFB5F365B613455CD820AE7A6E3834D1C10CD3F594983E7860BFB,D84D8FE36B507F2FB50C4CFE7F38088778032FDF79223ACDF1C93CCD176F6AA5,90154667FC93E4223B6B34B6A03AEA4C,rd03.shieldbase.com
10/11/1997 1:12 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{827D319E-6EAC-11D2-A4EA-00C04F79F83A},enabled,Winlogon,System-wide,Windows Security Configuration Editor Client Engine,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\scecli.dll,10.0.22000.1098,scecli.dll,B7A6AAEC0615D0ACEBA531BFF32D1365,6F1559366B4150BEF66AC384691294E086A66144,846F50F212DC9D2113FB8A4A5839C68B405A6BD4,D9ACD19A47117BF89AC8EE65D4592D40B064FF3B86C3DAAD04AF1CBA49197F20,EF5B26841BFECB37331A5B8045678CFBBAB7C584573E0F02E2FE55C1E3407F85,4CF2CB1BB507221D91E434473BFB8B6D,rd03.shieldbase.com
4/19/2003 2:59 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{8472C2C4-6B70-4301-A20D-A6CEA5F82B7E},enabled,Winlogon,System-wide,Start Tile Data InProc Server,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\starttiledata.dll,10.0.22000.1281,%SystemRoot%\System32\StartTileData.dll,656F6C6599066442B5938F00E0CFC742,5F9C0D85DF887370B77508B86BC09D456017D9E8,973A9D37724894E732C2DA3AFF4722B6B85F4FA2,2C765545196441F6C04EA136B29FE637A204A116D15206122527C4A14CE35F80,B7D4A32AAB95B9D9C579C63C3E833D867E24B9175BF03848E1D663438920AC18,2615A47FD30B1EF19A355BE7997A6C7B,rd03.shieldbase.com
5/10/2000 2:56 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{8A28E2C5-8D06-49A4-A08C-632DAA493E17},enabled,Winlogon,System-wide,Group Policy Printer Extension,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprnext.dll,10.0.22000.653,%systemroot%\system32\gpprnext.dll,A0C9B99784AC77340BEE6C4CA303AA39,8ABC605E936B7F84A2BE2C6F9788AEBC2CFE14F8,1C23247A4AAD94890EA38016BE44A16AB6C039F2,5042D6D4DDED6237E65039DB08951EE796EAD373F9B87E2B79B83D98906B7303,AB0CE263778FD7DC4AB661404E414BDD3D548AFA12C9787C1E561BEE5A333C45,6510B411F65150E021883170072D4D07,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{91FBB303-0CD5-4055-BF42-E512A681B325},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
6/15/1979 11:35 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{9650FDBC-053A-4715-AD14-FC2DC65E8330},enabled,Winlogon,System-wide,Microsoft Defender Application Guard Policy Evaluator,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\hvsigpext.dll,10.0.22000.1281,hvsigpext.dll,CFE6B003C7A558AAD65D0DAA5CBEDB17,63D0F40B3B1F1C9A8BBCBF50CC998BBA13E5C401,5D030B73F98A23EEDBBF1C2FF5430781B318DC3B,79140B951300B08971C2D1BC20B40335ECBB72D49296BCD6B54957B936A8A937,57F5E8E3B5D408DF8A30E54D13AA76C5BDA5712C89C8B876C8A06D6B210C24C3,1D259F64D007930CF4853CBB362F3534,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{A3F3E39B-5D83-4940-B954-28315B82F0A8},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{AADCED64-746C-4633-A97C-D61349046527},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{B087BE9D-ED37-454f-AF9C-04291E351182},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
2/24/2027 2:27 PM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{B587E2B1-4D59-4e7e-AED9-22B9DF11D053},enabled,Winlogon,System-wide,802.3 Group Policy Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\dot3gpclnt.dll,10.0.22000.653,dot3gpclnt.dll,8F3F668528F49BD12EDB8848537BD33D,ED83154A28C3BDF4032262679CC34E36B8F3FE70,29C53FFFD692FE8C9ECEC9517BD7EED1BAC83A22,4A89D90B561463A1047CD7365DB03B0998FBBBFA1D04D937EB216247F3057CFC,B9CA01A175FFEA0CBC8E11EFF6F66B16E0404D5ADDDE82B4BDC87CA82266A605,29E3CE369E50F2FB593F6A8497F50E15,rd03.shieldbase.com
1/23/1904 3:58 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{BA649533-0AAC-4E04-B9BC-4DBAE0325B12},enabled,Winlogon,System-wide,Windows To Go Launcher,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\pwlauncher.dll,10.0.22000.653,pwlauncher.dll,DAC0E576A9B2190F395D9F89B812455D,9417EA6F0791005A4BD4198D950F16FD14716B29,5AAB0E08099DD83EAF4FB23BD65B3F360B2C826B,29D3B61E7A7CE3C54104D586A363FA924088CD5C8D4B7E9B41C0C019AAF633E4,B7B6ABC659506734E56AE75B5A3714F70D973555C0196EF4A3504E78A62462C8,46A78B4C702685CE2A33547449912E95,rd03.shieldbase.com
5/20/1915 6:42 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{BC75B1ED-5833-4858-9BB8-CBF0B166DF9D},enabled,Winlogon,System-wide,Group Policy Preference Client,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\gpprefcl.dll,10.0.22000.1219,C:\Windows\System32\gpprefcl.dll,33E899784C0ECE904899E82DBB170EB2,CB9781AF42F86A9458851226C148AA5848DABAA6,547A5D03084F21B686AD36D1466C413AD75E0FEF,D30096F365FDF2ABE556A9BDC2356FBE350CB5521067DF7E8CAD8EEC18A325F9,67D80D9D83D14035D60B1CE2E0FFD55A01F2DB920FBB626EF06AC4ECF0CBBC8A,33D929530B42B3470B2393BC40851536,rd03.shieldbase.com
1/23/1904 3:58 AM,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\GpExtensions,{C34B2751-1CF4-44F5-9262-C3FC39666591},enabled,Winlogon,System-wide,Windows To Go Launcher,(Verified) Microsoft Windows,Microsoft Corporation,c:\windows\system32\pwlauncher.dll,10.0.22000.653,pwlauncher.dll,DAC0E576A9B2190F395D9F89B812455D,9417EA6F0791005A4BD4198D950F16FD14716B29,5AAB0E08099DD83EAF4FB23BD65B3F360B2C826B,29D3B61E7A7CE3C54104D586A363FA924088CD5C8D4B7E9B41C0C019AAF633E4,B7B6ABC659506734E56AE75B5A3714F70D973555C0196EF4A3504E78A62462C8,46A78B4C702685CE2A33547449912E95,rd03.shieldbase.com
